Topic,count,ScienceT,year,citations
Hardware Acceleration,1,Biotechnology,2008,646
Voice Recognition,4,Otorhinolaryngology,2008,3199
AI,759,Technology,2008,46932
Classification,278,Technology,2008,34912
Image Segmentation,135,Technology,2008,6418
Feature Extraction,120,Technology,2008,7347
Robots,119,Technology,2008,31710
Computer Vision,116,Technology,2008,11266
Database,114,Technology,2008,10275
Object Recognition,112,Technology,2008,19450
Robotics,108,Technology,2008,20923
Pattern Recognition,105,Technology,2008,20516
SVM,80,Technology,2008,10827
Voice Recognition,72,Technology,2008,3199
Machine Learning,66,Technology,2008,14978
Clustering,55,Technology,2008,8939
Pose Estimation,52,Technology,2008,1362
Data Mining,46,Technology,2008,10015
Image Classification,38,Technology,2008,3433
Mobile Robots,36,Technology,2008,5907
Regression,29,Technology,2008,11026
Information Retrieval,26,Technology,2008,7599
Manipulator,26,Technology,2008,3933
Expert System,24,Technology,2008,2730
Dimensionality Reduction,24,Technology,2008,3036
Quantum Computing,22,Technology,2008,8308
Face Detection,22,Technology,2008,1013
Knowledge Representation,21,Technology,2008,2153
Genetic Algorithm,20,Technology,2008,3814
Back-propagation,20,Technology,2008,2541
Gesture Recognition,18,Technology,2008,606
Multi-layer perceptron,16,Technology,2008,2439
Markov,15,Technology,2008,2125
Monte Carlo,11,Technology,2008,1448
Supervised Learning,10,Technology,2008,3362
Unsupervised Learning,10,Technology,2008,1344
Trees,10,Technology,2008,1656
Reinforcement Learning,10,Technology,2008,4125
Data Center,9,Technology,2008,2441
High Performance Computing,9,Technology,2008,1262
Nearest Neighbors,9,Technology,2008,798
Statistical Learning,7,Technology,2008,2698
Semi Supervised Learning,7,Technology,2008,362
Supercomputers,7,Technology,2008,1587
NLP,7,Technology,2008,980
RNN,7,Technology,2008,1352
Bayesian Inference,6,Technology,2008,901
Image Recognition,6,Technology,2008,336
UAM,5,Technology,2008,2179
3D Print,5,Technology,2008,898
Feature Engineering,4,Technology,2008,55
Language Modeling,4,Technology,2008,424
Search Algorithm,4,Technology,2008,685
GPU,4,Technology,2008,443
Dynamic Programming,4,Technology,2008,951
Convolutional Networks,4,Technology,2008,228
Boosting,4,Technology,2008,298
Optimization Algorithm,3,Technology,2008,1203
RDBMS & SQL,3,Technology,2008,157
Kernel Machine,3,Technology,2008,328
Deep Learning,3,Technology,2008,525
Hardware Acceleration,2,Technology,2008,646
Distributed Computing,2,Technology,2008,681
Unmanned Vehicle,2,Technology,2008,17
BD & Cloud Solutions,2,Technology,2008,200
Big Data,2,Technology,2008,1671
Parallel Processing,2,Technology,2008,300
Loss Function,2,Technology,2008,269
UGV,2,Technology,2008,647
Transformers & Attention,2,Technology,2008,6
Audio Classification,1,Technology,2008,169
Data Storage,1,Technology,2008,102
Semantic Search,1,Technology,2008,342
Multiprocessing,1,Technology,2008,32
Automated Reasoning,1,Technology,2008,250
Meta Learning,1,Technology,2008,107
SaaS,1,Technology,2008,81
Dynamic Cloud,1,Technology,2008,5
Machine Translation,1,Technology,2008,274
Chatbot,1,Technology,2008,8
Optical Computing,1,Technology,2008,132
Humanoid Robots,1,Technology,2008,1870
Robotics,7,Sport Sciences,2008,20923
Robots,6,Sport Sciences,2008,31710
Regression,1,Sport Sciences,2008,11026
Pattern Recognition,1,Sport Sciences,2008,20516
Voice Recognition,1,Sport Sciences,2008,3199
Pose Estimation,1,Sport Sciences,2008,1362
SVM,2,Genetics,2008,10827
Regression,2,Genetics,2008,11026
Machine Learning,1,Genetics,2008,14978
Classification,1,Genetics,2008,34912
Genetic Algorithm,1,Genetics,2008,3814
Data Mining,1,Genetics,2008,10015
Markov,1,Genetics,2008,2125
Database,1,Genetics,2008,10275
Robots,2,Geriatrics,2008,31710
Robotics,1,Geriatrics,2008,20923
Object Recognition,28,Behavioral Sciences,2008,19450
Reinforcement Learning,5,Behavioral Sciences,2008,4125
Pattern Recognition,4,Behavioral Sciences,2008,20516
AI,4,Behavioral Sciences,2008,46932
Robots,3,Behavioral Sciences,2008,31710
Classification,2,Behavioral Sciences,2008,34912
Knowledge Representation,2,Behavioral Sciences,2008,2153
Machine Learning,2,Behavioral Sciences,2008,14978
Data Mining,1,Behavioral Sciences,2008,10015
Big Data,1,Behavioral Sciences,2008,1671
Database,1,Behavioral Sciences,2008,10275
Feature Extraction,1,Behavioral Sciences,2008,7347
Information Retrieval,1,Behavioral Sciences,2008,7599
Robotics,1,Behavioral Sciences,2008,20923
Gesture Recognition,1,Behavioral Sciences,2008,606
SVM,1,Behavioral Sciences,2008,10827
Regression,1,Behavioral Sciences,2008,11026
Dimensionality Reduction,1,Behavioral Sciences,2008,3036
UAM,1,Behavioral Sciences,2008,2179
Machine Learning,11,Linguistics,2008,14978
Classification,9,Linguistics,2008,34912
SVM,7,Linguistics,2008,10827
AI,6,Linguistics,2008,46932
Data Mining,4,Linguistics,2008,10015
Clustering,3,Linguistics,2008,8939
Object Recognition,3,Linguistics,2008,19450
Feature Extraction,2,Linguistics,2008,7347
Information Retrieval,2,Linguistics,2008,7599
Unsupervised Learning,1,Linguistics,2008,1344
Supervised Learning,1,Linguistics,2008,3362
Semi Supervised Learning,1,Linguistics,2008,362
Voice Recognition,1,Linguistics,2008,3199
NLP,1,Linguistics,2008,980
Big Data,1,Linguistics,2008,1671
Reinforcement Learning,1,Linguistics,2008,4125
Feature Engineering,1,Linguistics,2008,55
Classification,37,Ecology,2008,34912
Regression,31,Ecology,2008,11026
Expert System,13,Ecology,2008,2730
AI,13,Ecology,2008,46932
SVM,12,Ecology,2008,10827
Robotics,12,Ecology,2008,20923
Pattern Recognition,11,Ecology,2008,20516
Multi-layer perceptron,10,Ecology,2008,2439
Data Mining,10,Ecology,2008,10015
Machine Learning,8,Ecology,2008,14978
Genetic Algorithm,7,Ecology,2008,3814
Database,6,Ecology,2008,10275
Robots,6,Ecology,2008,31710
Clustering,5,Ecology,2008,8939
Trees,5,Ecology,2008,1656
Back-propagation,5,Ecology,2008,2541
Big Data,5,Ecology,2008,1671
Nearest Neighbors,5,Ecology,2008,798
Image Segmentation,5,Ecology,2008,6418
Image Classification,5,Ecology,2008,3433
Dimensionality Reduction,5,Ecology,2008,3036
Monte Carlo,4,Ecology,2008,1448
Markov,4,Ecology,2008,2125
Unsupervised Learning,3,Ecology,2008,1344
UAM,3,Ecology,2008,2179
Feature Extraction,3,Ecology,2008,7347
Data Center,3,Ecology,2008,2441
AUV,2,Ecology,2008,1194
Information Retrieval,1,Ecology,2008,7599
High Performance Computing,1,Ecology,2008,1262
Distributed Computing,1,Ecology,2008,681
Cyber Infrastructure,1,Ecology,2008,9
Face Detection,1,Ecology,2008,1013
Object Recognition,1,Ecology,2008,19450
Deep Learning,1,Ecology,2008,525
Supervised Learning,1,Ecology,2008,3362
Bayesian Inference,1,Ecology,2008,901
Computer Vision,1,Ecology,2008,11266
Knowledge Representation,1,Ecology,2008,2153
Reinforcement Learning,1,Ecology,2008,4125
Manipulator,10,Nuclear Science,2008,3933
Pattern Recognition,10,Nuclear Science,2008,20516
Robotics,9,Nuclear Science,2008,20923
Database,7,Nuclear Science,2008,10275
Expert System,6,Nuclear Science,2008,2730
Robots,5,Nuclear Science,2008,31710
Data Center,5,Nuclear Science,2008,2441
Data Mining,3,Nuclear Science,2008,10015
Classification,2,Nuclear Science,2008,34912
Information Retrieval,2,Nuclear Science,2008,7599
SVM,2,Nuclear Science,2008,10827
Monte Carlo,1,Nuclear Science,2008,1448
Trees,1,Nuclear Science,2008,1656
Back-propagation,1,Nuclear Science,2008,2541
Machine Learning,1,Nuclear Science,2008,14978
Search Algorithm,1,Nuclear Science,2008,685
Clustering,1,Nuclear Science,2008,8939
Feature Extraction,1,Nuclear Science,2008,7347
Bayesian Inference,1,Nuclear Science,2008,901
Markov,1,Nuclear Science,2008,2125
Genetic Algorithm,1,Nuclear Science,2008,3814
RDBMS & SQL,1,Nuclear Science,2008,157
Big Data,1,Nuclear Science,2008,1671
UAM,1,Nuclear Science,2008,2179
Supercomputers,1,Nuclear Science,2008,1587
Mobile Robots,1,Nuclear Science,2008,5907
Robotics,1,Archaeology,2008,20923
Classification,15,Services,2008,34912
Expert System,11,Services,2008,2730
Data Mining,10,Services,2008,10015
NLP,10,Services,2008,980
Information Retrieval,10,Services,2008,7599
Knowledge Representation,9,Services,2008,2153
Database,9,Services,2008,10275
Regression,7,Services,2008,11026
AI,7,Services,2008,46932
Pattern Recognition,6,Services,2008,20516
Robots,5,Services,2008,31710
SVM,4,Services,2008,10827
Machine Learning,4,Services,2008,14978
Multi-layer perceptron,4,Services,2008,2439
Voice Recognition,4,Services,2008,3199
Clustering,2,Services,2008,8939
Deep Learning,2,Services,2008,525
Trees,2,Services,2008,1656
Image Recognition,1,Services,2008,336
Grid Computing,1,Services,2008,136
High Performance Computing,1,Services,2008,1262
Face Detection,1,Services,2008,1013
Feature Extraction,1,Services,2008,7347
Automated Question Answering,1,Services,2008,2
Object Recognition,1,Services,2008,19450
Text Classification,1,Services,2008,741
Monte Carlo,1,Services,2008,1448
Robotics,1,Services,2008,20923
Nearest Neighbors,1,Services,2008,798
Dimensionality Reduction,1,Services,2008,3036
Robotics,7,Oncology,2008,20923
Classification,3,Oncology,2008,34912
Image Segmentation,2,Oncology,2008,6418
AI,1,Oncology,2008,46932
Machine Learning,1,Oncology,2008,14978
Data Mining,1,Oncology,2008,10015
Monte Carlo,1,Oncology,2008,1448
Expert System,1,Oncology,2008,2730
Robots,1,Oncology,2008,31710
Pattern Recognition,2,Respiratory System,2008,20516
Robots,37,Instrumentation,2008,31710
Robotics,33,Instrumentation,2008,20923
Classification,28,Instrumentation,2008,34912
Pattern Recognition,26,Instrumentation,2008,20516
Feature Extraction,16,Instrumentation,2008,7347
Manipulator,16,Instrumentation,2008,3933
AI,15,Instrumentation,2008,46932
Regression,11,Instrumentation,2008,11026
Multi-layer perceptron,9,Instrumentation,2008,2439
Dimensionality Reduction,7,Instrumentation,2008,3036
Image Segmentation,7,Instrumentation,2008,6418
UAM,7,Instrumentation,2008,2179
Mobile Robots,6,Instrumentation,2008,5907
Machine Learning,6,Instrumentation,2008,14978
SVM,6,Instrumentation,2008,10827
Database,6,Instrumentation,2008,10275
Image Recognition,4,Instrumentation,2008,336
Object Recognition,4,Instrumentation,2008,19450
Computer Vision,4,Instrumentation,2008,11266
Clustering,3,Instrumentation,2008,8939
Monte Carlo,3,Instrumentation,2008,1448
Back-propagation,3,Instrumentation,2008,2541
UGV,2,Instrumentation,2008,647
Data Center,2,Instrumentation,2008,2441
Genetic Algorithm,1,Instrumentation,2008,3814
Parallel Processing,1,Instrumentation,2008,300
Optical Computing,1,Instrumentation,2008,132
Supercomputers,1,Instrumentation,2008,1587
High Performance Computing,1,Instrumentation,2008,1262
BD & Cloud Solutions,1,Instrumentation,2008,200
Nearest Neighbors,1,Instrumentation,2008,798
Trees,1,Instrumentation,2008,1656
Pose Estimation,1,Instrumentation,2008,1362
Gesture Recognition,1,Instrumentation,2008,606
Unsupervised Learning,1,Instrumentation,2008,1344
Humanoid Robots,1,Instrumentation,2008,1870
Data Mining,1,Instrumentation,2008,10015
Image Classification,1,Instrumentation,2008,3433
Supervised Learning,1,Instrumentation,2008,3362
RNN,1,Instrumentation,2008,1352
Information Retrieval,1,Instrumentation,2008,7599
Optimization Algorithm,1,Instrumentation,2008,1203
Quantum Computing,67,Optics,2008,8308
AI,52,Optics,2008,46932
Robotics,39,Optics,2008,20923
Object Recognition,34,Optics,2008,19450
Classification,34,Optics,2008,34912
Pattern Recognition,27,Optics,2008,20516
Feature Extraction,23,Optics,2008,7347
Robots,23,Optics,2008,31710
Computer Vision,22,Optics,2008,11266
Image Segmentation,20,Optics,2008,6418
Database,15,Optics,2008,10275
Manipulator,10,Optics,2008,3933
Supercomputers,9,Optics,2008,1587
Clustering,8,Optics,2008,8939
Optical Computing,7,Optics,2008,132
Genetic Algorithm,7,Optics,2008,3814
Machine Learning,7,Optics,2008,14978
Knowledge Representation,5,Optics,2008,2153
Mobile Robots,5,Optics,2008,5907
UAM,5,Optics,2008,2179
SVM,5,Optics,2008,10827
Dimensionality Reduction,4,Optics,2008,3036
Data Center,4,Optics,2008,2441
Regression,4,Optics,2008,11026
High Performance Computing,3,Optics,2008,1262
Search Algorithm,3,Optics,2008,685
Face Detection,3,Optics,2008,1013
Nearest Neighbors,2,Optics,2008,798
BD & Cloud Solutions,2,Optics,2008,200
Markov,2,Optics,2008,2125
Information Retrieval,2,Optics,2008,7599
Multi-layer perceptron,2,Optics,2008,2439
Pose Estimation,2,Optics,2008,1362
Image Classification,1,Optics,2008,3433
Image Recognition,1,Optics,2008,336
Supervised Learning,1,Optics,2008,3362
Back-propagation,1,Optics,2008,2541
Gesture Recognition,1,Optics,2008,606
Kernel Machine,1,Optics,2008,328
Deep Learning,1,Optics,2008,525
Unsupervised Learning,1,Optics,2008,1344
Photonic Computing,1,Optics,2008,27
Data Mining,1,Optics,2008,10015
Grid Computing,1,Optics,2008,136
Hardware Acceleration,1,Optics,2008,646
UGV,1,Optics,2008,647
Humanoid Robots,1,Optics,2008,1870
Classification,6,Toxicology,2008,34912
Regression,4,Toxicology,2008,11026
SVM,4,Toxicology,2008,10827
Machine Learning,3,Toxicology,2008,14978
Pattern Recognition,3,Toxicology,2008,20516
Expert System,3,Toxicology,2008,2730
Database,2,Toxicology,2008,10275
Monte Carlo,1,Toxicology,2008,1448
Multi-layer perceptron,1,Toxicology,2008,2439
Supervised Learning,1,Toxicology,2008,3362
Unsupervised Learning,1,Toxicology,2008,1344
Data Mining,1,Toxicology,2008,10015
Voice Recognition,3,Audiology,2008,3199
Object Recognition,1,Audiology,2008,19450
AI,7,Metallurgical Engineering,2008,46932
Expert System,5,Metallurgical Engineering,2008,2730
Database,3,Metallurgical Engineering,2008,10275
Pattern Recognition,3,Metallurgical Engineering,2008,20516
Genetic Algorithm,3,Metallurgical Engineering,2008,3814
Classification,3,Metallurgical Engineering,2008,34912
RDBMS & SQL,2,Metallurgical Engineering,2008,157
Robotics,2,Metallurgical Engineering,2008,20923
3D Print,2,Metallurgical Engineering,2008,898
Data Mining,1,Metallurgical Engineering,2008,10015
Back-propagation,1,Metallurgical Engineering,2008,2541
Regression,1,Metallurgical Engineering,2008,11026
Knowledge Representation,1,Metallurgical Engineering,2008,2153
Feature Extraction,1,Metallurgical Engineering,2008,7347
Multi-layer perceptron,1,Metallurgical Engineering,2008,2439
Dimensionality Reduction,1,Metallurgical Engineering,2008,3036
Image Segmentation,1,Metallurgical Engineering,2008,6418
Manipulator,1,Metallurgical Engineering,2008,3933
Robots,1,Metallurgical Engineering,2008,31710
AI,7,Metallurgy,2008,46932
Expert System,5,Metallurgy,2008,2730
Database,3,Metallurgy,2008,10275
Pattern Recognition,3,Metallurgy,2008,20516
Genetic Algorithm,3,Metallurgy,2008,3814
Classification,3,Metallurgy,2008,34912
RDBMS & SQL,2,Metallurgy,2008,157
Robotics,2,Metallurgy,2008,20923
3D Print,2,Metallurgy,2008,898
Data Mining,1,Metallurgy,2008,10015
Back-propagation,1,Metallurgy,2008,2541
Regression,1,Metallurgy,2008,11026
Knowledge Representation,1,Metallurgy,2008,2153
Feature Extraction,1,Metallurgy,2008,7347
Multi-layer perceptron,1,Metallurgy,2008,2439
Dimensionality Reduction,1,Metallurgy,2008,3036
Image Segmentation,1,Metallurgy,2008,6418
Manipulator,1,Metallurgy,2008,3933
Robots,1,Metallurgy,2008,31710
Robots,25,Materials Science,2008,31710
Classification,19,Materials Science,2008,34912
Pattern Recognition,19,Materials Science,2008,20516
Quantum Computing,15,Materials Science,2008,8308
Regression,14,Materials Science,2008,11026
AI,12,Materials Science,2008,46932
3D Print,12,Materials Science,2008,898
Multi-layer perceptron,11,Materials Science,2008,2439
Expert System,9,Materials Science,2008,2730
Back-propagation,9,Materials Science,2008,2541
Genetic Algorithm,7,Materials Science,2008,3814
Robotics,7,Materials Science,2008,20923
Database,7,Materials Science,2008,10275
Feature Extraction,6,Materials Science,2008,7347
Computer Vision,5,Materials Science,2008,11266
SVM,5,Materials Science,2008,10827
Image Segmentation,5,Materials Science,2008,6418
Data Mining,5,Materials Science,2008,10015
Manipulator,3,Materials Science,2008,3933
UAM,2,Materials Science,2008,2179
Machine Learning,2,Materials Science,2008,14978
High Performance Computing,2,Materials Science,2008,1262
Dimensionality Reduction,2,Materials Science,2008,3036
Mobile Robots,2,Materials Science,2008,5907
Supercomputers,2,Materials Science,2008,1587
Nearest Neighbors,2,Materials Science,2008,798
Data Center,1,Materials Science,2008,2441
Grid Computing,1,Materials Science,2008,136
Monte Carlo,1,Materials Science,2008,1448
NLP,1,Materials Science,2008,980
Image Recognition,1,Materials Science,2008,336
Supervised Learning,1,Materials Science,2008,3362
Gesture Recognition,1,Materials Science,2008,606
Clustering,1,Materials Science,2008,8939
Optimization Algorithm,1,Materials Science,2008,1203
Object Recognition,1,Materials Science,2008,19450
Robots,2,Urban Studies,2008,31710
